,ssd,bert_base_squad,bert_large_squad,gnmt,ncf,resnet50,tacotron2,waveglow
ODC_1xGH200_96GB_192-222-57-16_v2,919.0,847.0,302.0,541944.0,92724515.0,2847.0,83652.0,483413.0
