,ssd,bert_base_squad,bert_large_squad,gnmt,ncf,resnet50,tacotron2,waveglow
ODC_1xGH200_96GB_192-222-57-16_v2,651.0,405.0,134.0,263838.0,86072961.0,2075.0,77618.0,474706.0
